title,artist,danceability,energy,db,valence,bpm
Style,Taylor Swift,0.588,0.791,-5.595,0.487,94.933
Classic,MKTO,0.72,0.791,-4.689,0.756,102.071
Latch,Disclosure,0.503,0.727,-5.456,0.521,121.985
Problem,Ariana Grande,0.66,0.805,-5.352,0.625,103.008
Boom Clap,Charli XCX,0.659,0.911,-2.28,0.576,91.999
Steal My Girl,One Direction,0.536,0.768,-5.948,0.545,77.217
Red Lights,Tiësto,0.653,0.829,-4.783,0.545,124.989
The Heart Wants What It Wants,Selena Gomez,0.616,0.789,-4.874,0.621,83.066
I Will Never Let You Down,Rita Ora,0.753,0.801,-3.215,0.794,128.011
She Looks So Perfect,5 Seconds of Summer,0.494,0.951,-4.237,0.441,160.025
Superheroes,The Script,0.49,0.885,-4.121,0.64,166.996
Shake It Off,Taylor Swift,0.647,0.8,-5.384,0.942,160.078
Night Changes,One Direction,0.672,0.52,-7.747,0.37,120.001
Sing,Ed Sheeran,0.818,0.67,-4.451,0.939,119.988
Heroes (we could be),Alesso,0.521,0.754,-4.144,0.352,125.876
Wasted,Tiësto,0.645,0.832,-5.595,0.375,112.028
Ugly Heart,G.R.L.,0.65,0.786,-5.488,0.446,124.96
A Sky Full of Stars,Coldplay,0.545,0.675,-6.474,0.162,124.97
Rather Be (feat. Jess Glynne),Clean Bandit,0.799,0.586,-6.735,0.549,120.97
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,0.596,0.738,-3.109,0.461,127.961
Elastic Heart,Sia,0.421,0.791,-4.998,0.499,130.075
Story of My Life,One Direction,0.6,0.663,-5.802,0.286,121.07
Little Do You Know,Alex & Sierra,0.5,0.292,-8.554,0.37,145.879
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,0.733,0.676,-5.655,0.701,97.448
Cool Kids,Echosmith,0.719,0.671,-6.279,0.786,130.027
Somebody,Natalie La Rose,0.83,0.52,-8.714,0.735,104.99
Riptide,Vance Joy,0.484,0.731,-6.694,0.51,101.654
Drunk in Love (feat. Jay-Z),Beyoncé,0.589,0.621,-6.902,0.401,140.03
Sugar,Maroon 5,0.744,0.783,-7.077,0.885,120.042
Ghost,Ella Henderson,0.68,0.84,-3.823,0.468,104.975
"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Ed Sheeran,0.581,0.0549,-20.514,0.234,152.037
New Flame (feat. Usher & Rick Ross),Chris Brown,0.702,0.629,-4.292,0.446,141.967
Geronimo,Sheppard,0.707,0.771,-6.275,0.437,142.016
Wrapped Up (feat. Travie McCoy),Olly Murs,0.787,0.848,-4.696,0.947,121.989
Money On My Mind,Sam Smith,0.688,0.841,-5.217,0.743,133.912
Trumpets,Jason Derulo,0.627,0.703,-4.884,0.64,81.897
Bed Of Lies,Nicki Minaj,0.716,0.67,-5.779,0.124,86.01
Jealous - Remix,Nick Jonas,0.685,0.709,-3.578,0.504,93.047
Uptown Funk (feat. Bruno Mars),Mark Ronson,0.856,0.609,-7.223,0.928,114.988
Thinking out Loud,Ed Sheeran,0.781,0.445,-6.061,0.591,78.998
See You Again (feat. Charlie Puth),Wiz Khalifa,0.689,0.481,-7.503,0.283,80.025
What Do You Mean?,Justin Bieber,0.845,0.567,-8.118,0.793,125.02
Lean On (feat. MØ & DJ Snake),Major Lazer,0.723,0.809,-3.081,0.274,98.007
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,0.659,0.381,-5.922,0.426,119.844
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,0.262,0.606,-6.646,0.275,189.857
Outside (feat. Ellie Goulding),Calvin Harris,0.646,0.823,-4.123,0.418,128.035
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,0.596,0.73,-4.091,0.525,85.979
Cool for the Summer,Demi Lovato,0.586,0.613,-5.593,0.319,114.101
Blank Space,Taylor Swift,0.76,0.703,-5.412,0.57,95.997
The Hills,The Weeknd,0.585,0.564,-7.063,0.137,113.003
Daddy Issues,The Neighbourhood,0.588,0.521,-9.461,0.337,85.012
Five More Hours,Deorro,0.699,0.883,-3.226,0.499,127.961
The Nights,Avicii,0.527,0.835,-5.298,0.654,125.983
You Know You Like It,DJ Snake,0.407,0.725,-5.346,0.247,196.093
Ghost Town,Adam Lambert,0.703,0.736,-5.709,0.274,119.955
No Type,Rae Sremmurd,0.891,0.486,-7.803,0.239,125.01
Bad Blood,Taylor Swift,0.654,0.655,-7.388,0.221,170.16
GDFR (feat. Sage the Gemini & Lookas),Flo Rida,0.657,0.827,-4.036,0.69,145.889
Sugar (feat. Francesco Yates),Robin Schulz,0.636,0.815,-5.098,0.636,123.063
How Deep Is Your Love,Calvin Harris,0.738,0.868,-4.373,0.336,122.003
Wish You Were Mine - Radio Edit,Philip George,0.654,0.832,-4.164,0.407,123.002
Na Na,Trey Songz,0.67,0.476,-6.253,0.235,96.975
Centuries,Fall Out Boy,0.393,0.858,-2.868,0.56,176.042
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,0.886,0.427,-10.028,0.23,108.034
Are You With Me - Radio Edit,Lost Frequencies,0.776,0.574,-9.882,0.412,121.03
Stressed Out,Twenty One Pilots,0.734,0.637,-5.677,0.648,169.977
Worth It (feat. Kid Ink),Fifth Harmony,0.884,0.765,-3.865,0.594,99.987
Way down We Go,KALEO,0.59,0.578,-5.798,0.264,81.663
Like I Can,Sam Smith,0.656,0.627,-6.627,0.481,99.933
Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,0.746,0.877,-3.782,0.751,107.985
Intoxicated - New Radio Mix,Martin Solveig,0.8,0.677,-4.023,0.547,125.004
Waiting For Love,Avicii,0.579,0.736,-3.863,0.613,127.999
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),Felix Jaehn,0.778,0.566,-6.959,0.479,117.971
Wildest Dreams,Taylor Swift,0.553,0.664,-7.417,0.467,140.06
In The Night,The Weeknd,0.48,0.682,-4.94,0.506,167.939
Time of Our Lives,Pitbull,0.721,0.802,-5.797,0.724,124.022
Runaway (U & I),Galantis,0.506,0.805,-4.119,0.383,126.008
Bitch Better Have My Money,Rihanna,0.781,0.728,-4.981,0.395,102.99
Lush Life,Zara Larsson,0.658,0.741,-2.86,0.789,98.024
Drag Me Down,One Direction,0.73,0.703,-5.672,0.595,138.113
Antidote,Travis Scott,0.713,0.526,-5.046,0.131,131.05
King,Years & Years,0.559,0.848,-4.125,0.466,119.977
Confident,Demi Lovato,0.594,0.749,-6.251,0.344,130.064
Closer,Lemaitre,0.583,0.785,-3.991,0.355,91.977
Same Old Love,Selena Gomez,0.672,0.593,-4.01,0.438,98.02
Do It Again,Pia Mia,0.712,0.564,-6.527,0.411,95.95
My House,Flo Rida,0.688,0.702,-4.792,0.74,94.006
Watch Me (Whip / Nae Nae),Silentó,0.819,0.768,-8.522,0.964,139.982
Ayo,Chris Brown,0.823,0.563,-5.095,0.682,98.031
Spirits,The Strumbellas,0.556,0.658,-6.075,0.787,80.529
Trap Queen,Fetty Wap,0.746,0.873,-3.803,0.817,148.075
Talking Body,Tove Lo,0.736,0.761,-5.449,0.114,119.999
7/11,Beyoncé,0.747,0.705,-5.137,0.56,136.024
High By The Beach,Lana Del Rey,0.536,0.486,-11.067,0.0968,131.988
Never Forget You,Zara Larsson,0.583,0.732,-5.728,0.276,145.992
oui,Jeremih,0.418,0.724,-3.724,0.604,78.521
Hotline Bling,Drake,0.891,0.628,-7.863,0.552,134.966
Kill Em With Kindness,Selena Gomez,0.757,0.884,-5.488,0.398,120.012
Let It All Go,Birdy,0.383,0.43,-8.644,0.174,107.005
679 (feat. Remy Boyz),Fetty Wap,0.618,0.717,-5.738,0.603,190.05
Love Me Harder,Ariana Grande,0.472,0.714,-4.389,0.24,98.992
Can't Feel My Face,The Weeknd,0.705,0.769,-5.526,0.583,107.949
You Don't Own Me (feat. G-Eazy),SAYGRACE,0.336,0.664,-5.68,0.294,186.394
Renegades,X Ambassadors,0.526,0.862,-6.003,0.528,90.052
Locked Away (feat. Adam Levine),R. City,0.509,0.671,-5.709,0.55,118.413
Stole the Show,Kygo,0.64,0.635,-7.565,0.475,100.034
The Less I Know The Better,Tame Impala,0.64,0.74,-4.083,0.785,116.879
Good For You,Selena Gomez,0.6,0.676,-6.447,0.217,88.928
My Way (feat. Monty),Fetty Wap,0.748,0.741,-3.103,0.537,128.077
Take Me To Church,Hozier,0.566,0.664,-5.303,0.437,128.945
Style,Taylor Swift,0.588,0.791,-5.595,0.487,94.933
Here,Alessia Cara,0.379,0.799,-4.031,0.359,120.892
"Writing's On The Wall - From ""Spectre"" Soundtrack",Sam Smith,0.261,0.302,-8.19,0.0883,81.418
Bang My Head (feat. Sia & Fetty Wap),David Guetta,0.599,0.869,-3.697,0.593,108.061
All Eyes on You (feat. Chris Brown & Nicki Minaj),Meek Mill,0.589,0.658,-5.288,0.251,77.521
I Don't Fuck With You,Big Sean,0.824,0.733,-5.474,0.395,97.972
Firestone,Kygo,0.704,0.634,-7.374,0.411,113.927
Jumpman,Drake,0.853,0.558,-7.448,0.654,142.079
Sunset Lover,Petit Biscuit,0.783,0.467,-9.474,0.236,90.838
Stitches,Shawn Mendes,0.746,0.754,-6.684,0.746,149.882
"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",Flo Rida,0.854,0.766,-4.697,0.784,118.004
The Heart Wants What It Wants,Selena Gomez,0.616,0.789,-4.874,0.621,83.066
Where Are Ü Now (with Justin Bieber),Jack Ü,0.432,0.781,-4.038,0.197,139.432
On My Mind,Ellie Goulding,0.699,0.688,-6.607,0.742,154.943
Don't,Bryson Tiller,0.765,0.356,-5.556,0.189,96.991
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,0.676,0.615,-7.534,0.883,163.993
Please Don't Go,Joel Adams,0.513,0.768,-4.868,0.235,84.264
I Want You To Know,Zedd,0.561,0.877,-2.215,0.375,130.003
Fast Car,Jonas Blue,0.644,0.57,-6.994,0.527,113.945
Electric Love,BØRNS,0.373,0.858,-6.536,0.605,120.063
Easy Love,Sigala,0.68,0.942,-4.208,0.647,123.976
Sorry,Justin Bieber,0.654,0.76,-3.669,0.41,99.945
One Last Time,Ariana Grande,0.628,0.593,-5.036,0.104,125.026
Black Magic,Little Mix,0.777,0.896,-4.467,0.843,111.987
Perfect,One Direction,0.647,0.823,-5.231,0.396,99.933
Shine,Years & Years,0.667,0.716,-5.21,0.493,108.002
Lips Are Movin,Meghan Trainor,0.775,0.825,-5.402,0.95,139.091
El Perdón - Forgiveness,Nicky Jam,0.736,0.719,-3.839,0.656,90.013
Starboy,The Weeknd,0.681,0.594,-7.028,0.535,186.054
One Dance,Drake,0.792,0.625,-5.609,0.37,103.967
Love Yourself,Justin Bieber,0.609,0.378,-9.828,0.515,100.418
Closer,The Chainsmokers,0.748,0.524,-5.599,0.661,95.01
Hello,Adele,0.471,0.431,-6.129,0.289,157.98
Panda,Desiigner,0.576,0.766,-4.943,0.236,144.833
Tuesday (feat. Danelle Sandoval),Burak Yeter,0.841,0.639,-6.052,0.675,99.002
Cheap Thrills (feat. Sean Paul),Sia,0.592,0.8,-4.931,0.728,89.972
Wherever I Go,OneRepublic,0.552,0.689,-6.444,0.349,99.961
Work,Rihanna,0.725,0.534,-6.238,0.558,91.974
Hymn for the Weekend,Coldplay,0.491,0.693,-6.487,0.412,90.027
Sorry,Justin Bieber,0.654,0.76,-3.669,0.41,99.945
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,0.666,0.83,-5.715,0.702,113.03
Wait a Minute!,WILLOW,0.764,0.705,-5.279,0.672,101.003
Tiimmy Turner,Desiigner,0.603,0.725,-3.054,0.304,122.803
"Me, Myself & I",G-Eazy,0.756,0.674,-6.518,0.389,111.995
This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,0.367,0.915,-3.456,0.365,110.169
Hurts So Good,Astrid S,0.672,0.589,-5.008,0.379,120.036
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,0.502,0.786,-4.378,0.739,169.021
Heathens,Twenty One Pilots,0.732,0.396,-9.348,0.548,90.024
Low Life (feat. The Weeknd),Future,0.722,0.331,-7.789,0.102,143.961
No Money,Galantis,0.671,0.916,-4.014,0.803,126.01
Don't Let Me Down,The Chainsmokers,0.532,0.869,-5.094,0.422,159.803
Girls Like (feat. Zara Larsson),Tinie Tempah,0.916,0.804,-3.406,0.538,120.028
Hear Me Now,Alok,0.788,0.43,-7.757,0.461,121.996
All Time Low,Jon Bellion,0.617,0.567,-4.188,0.505,90.246
Sex,Cheat Codes,0.51,0.692,-5.825,0.209,102.42
NO,Meghan Trainor,0.557,0.803,-3.599,0.657,92.134
Hotter Than Hell,Dua Lipa,0.532,0.868,-4.23,0.529,110.127
In the Name of Love,Martin Garrix,0.501,0.519,-5.88,0.168,133.99
Faded,Alan Walker,0.468,0.627,-5.085,0.159,179.642
Cool Girl,Tove Lo,0.674,0.71,-7.042,0.234,101.983
Let Me Love You,DJ Snake,0.649,0.716,-5.371,0.163,99.988
This Is What You Came For (feat. Rihanna),Calvin Harris,0.631,0.927,-2.787,0.465,123.962
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,0.664,0.714,-6.645,0.71,101.969
2 Phones,Kevin Gates,0.895,0.681,-5.267,0.554,121.918
Needed Me,Rihanna,0.671,0.314,-8.091,0.296,110.898
Side To Side,Ariana Grande,0.648,0.738,-5.883,0.603,159.145
Alone,Marshmello,0.631,0.953,-3.739,0.422,141.99
I Know What You Did Last Summer,Shawn Mendes,0.687,0.761,-4.582,0.743,113.939
Same Old Love,Selena Gomez,0.672,0.593,-4.01,0.438,98.02
My Way,Calvin Harris,0.818,0.913,-3.06,0.536,119.986
HandClap,Fitz and The Tantrums,0.636,0.836,-3.004,0.715,139.956
Ride,Twenty One Pilots,0.645,0.713,-5.355,0.566,74.989
My House,Flo Rida,0.688,0.702,-4.792,0.74,94.006
Dangerous Woman,Ariana Grande,0.677,0.604,-5.32,0.297,134.052
Alarm,Anne-Marie,0.756,0.589,-5.093,0.811,146.928
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,0.728,0.563,-8.053,0.352,100.017
I'm In Control,AlunaGeorge,0.734,0.847,-3.713,0.673,104.013
DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,0.716,0.908,-3.254,0.869,91.03
Never Forget You,MNEK,0.583,0.732,-5.728,0.276,145.992
The Ocean (feat. Shy Martin),Mike Perry,0.632,0.575,-6.478,0.188,90.037
Hotline Bling,Drake,0.903,0.62,-8.094,0.539,134.96
Into You,Ariana Grande,0.623,0.734,-5.948,0.37,107.853
Treat You Better,Shawn Mendes,0.444,0.819,-4.078,0.747,82.695
Say It,Tory Lanez,0.546,0.529,-10.511,0.247,107.331
Adventure of a Lifetime,Coldplay,0.638,0.924,-3.887,0.53,111.995
This Girl - Kungs Vs. Cookin' On 3 Burners,Kungs,0.79,0.705,-4.684,0.501,121.969
You Don't Own Me (feat. G-Eazy),SAYGRACE,0.332,0.635,-5.653,0.261,186.249
Renegades,X Ambassadors,0.526,0.862,-6.003,0.528,90.052
Cake By The Ocean,DNCE,0.774,0.753,-5.446,0.896,119.002
The Girl Is Mine,99 Souls,0.683,0.943,-3.6,0.706,118.991
Papercuts (feat. Vera Blue),Illy,0.369,0.618,-6.304,0.467,191.863
Gold,Kiiara,0.6,0.412,-9.343,0.408,113.049
Stole the Show,Kygo,0.678,0.633,-6.443,0.478,99.886
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,0.803,0.585,-5.861,0.593,105.017
Pop Style,Drake,0.713,0.462,-10.027,0.0594,133.053
PILLOWTALK,ZAYN,0.588,0.702,-4.271,0.429,124.909
Here,Alessia Cara,0.376,0.822,-3.974,0.327,120.493
Middle,DJ Snake,0.611,0.7,-5.331,0.213,104.981
Sweet Lovin' - Radio Edit,Sigala,0.683,0.91,-1.231,0.674,124.977
Jumpman,Drake,0.852,0.553,-7.286,0.656,142.079
Dangerously,Charlie Puth,0.696,0.517,-8.379,0.23,112.291
Close,Nick Jonas,0.654,0.623,-5.273,0.401,123.996
Perfect Strangers,Jonas Blue,0.742,0.819,-5.307,0.709,117.986
Cold Water (feat. Justin Bieber & MØ),Major Lazer,0.608,0.798,-5.092,0.501,92.943
Roses,The Chainsmokers,0.713,0.802,-7.055,0.343,100.001
LUV,Tory Lanez,0.688,0.541,-8.128,0.247,95.109
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,0.632,0.702,-5.92,0.523,162.958
Don't,Bryson Tiller,0.765,0.356,-5.556,0.189,96.991
Just Hold On,Steve Aoki,0.647,0.932,-3.515,0.374,114.991
Tears (feat. Louisa Johnson),Clean Bandit,0.605,0.77,-3.645,0.298,130.037
Fast Car,Jonas Blue,0.459,0.587,-6.983,0.581,113.901
Never Be Like You,Flume,0.443,0.558,-5.436,0.248,116.838
Good Grief,Bastille,0.73,0.758,-4.888,0.877,120.041
The Greatest (feat. Kendrick Lamar),Sia,0.668,0.725,-6.127,0.729,191.944
Not Nice,PARTYNEXTDOOR,0.598,0.496,-9.309,0.725,128.06
"i hate u, i love u (feat. olivia o'brien)",Garrett Nash,0.492,0.275,-13.4,0.18,92.6
1955,Hilltop Hoods,0.766,0.5,-7.558,0.71,84.044
All In My Head (Flex) (feat. Fetty Wap),Fifth Harmony,0.689,0.791,-5.194,0.755,95.04
"Sit Still, Look Pretty",Daya,0.657,0.739,-4.081,0.543,181.994
Don't Mind,Kent Jones,0.464,0.771,-4.503,0.69,158.777
Say It,Flume,0.581,0.531,-6.829,0.273,75.255
Exchange,Bryson Tiller,0.525,0.433,-10.598,0.276,160.108
Final Song,MØ,0.695,0.672,-6.109,0.245,104.988
Sorry,Beyoncé,0.775,0.598,-7.274,0.356,129.988
Shout Out to My Ex,Little Mix,0.773,0.747,-4.061,0.8,126.014
Ophelia,The Lumineers,0.664,0.576,-6.429,0.621,76.026
Pink + White,Frank Ocean,0.544,0.552,-7.45,0.554,159.738
Too Good,Drake,0.794,0.653,-7.839,0.397,117.996
Shape of You,Ed Sheeran,0.825,0.652,-3.183,0.931,95.977
No Lie,Sean Paul,0.742,0.882,-2.862,0.463,102.04
Despacito (Featuring Daddy Yankee),Luis Fonsi,0.66,0.786,-4.757,0.846,177.833
Too Good At Goodbyes,Sam Smith,0.681,0.372,-8.237,0.476,91.873
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,0.72,0.763,-4.068,0.742,101.965
Havana (feat. Young Thug),Camila Cabello,0.768,0.517,-4.323,0.418,104.992
Thunder,Imagine Dragons,0.6,0.81,-4.749,0.298,167.88
Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,0.783,0.61,-6.124,0.418,100.047
Something Just Like This,The Chainsmokers,0.617,0.635,-6.769,0.446,103.019
Perfect,Ed Sheeran,0.599,0.448,-6.312,0.168,95.05
Little Dark Age,MGMT,0.705,0.712,-6.156,0.62,97.512
goosebumps,Travis Scott,0.841,0.728,-3.37,0.43,130.049
Bored,Billie Eilish,0.614,0.318,-12.695,0.112,119.959
Mask Off,Future,0.833,0.434,-8.795,0.281,150.062
Him & I,G-Eazy,0.589,0.731,-6.343,0.191,87.908
Cold (feat. Future),Maroon 5,0.697,0.716,-6.288,0.506,99.905
Swang,Rae Sremmurd,0.681,0.314,-9.319,0.166,139.992
Save That Shit,Lil Peep,0.534,0.583,-8.672,0.145,105.997
Plain Jane,A$AP Ferg,0.797,0.844,-5.482,0.52,170.142
Unforgettable,French Montana,0.726,0.769,-5.043,0.733,97.985
Bank Account,21 Savage,0.884,0.347,-8.227,0.376,75.016
More Than You Know,Axwell /\ Ingrosso,0.645,0.741,-4.989,0.534,123.07
Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,0.259,0.437,-6.589,0.0951,180.042
Mi Gente,J Balvin,0.548,0.701,-4.862,0.309,104.237
You Don't Know Me - Radio Edit,Jax Jones,0.876,0.669,-6.054,0.682,124.007
Black Beatles,Rae Sremmurd,0.794,0.632,-6.163,0.355,145.926
Ain't My Fault,Zara Larsson,0.576,0.782,-4.825,0.355,141.153
BUTTERFLY EFFECT,Travis Scott,0.763,0.598,-6.865,0.182,140.987
Rolex,Ayo & Teo,0.804,0.886,-2.512,0.789,144.946
XO Tour Llif3,Lil Uzi Vert,0.732,0.75,-6.366,0.401,155.096
Whatever It Takes,Imagine Dragons,0.672,0.655,-5.021,0.556,134.945
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,0.886,0.427,-10.028,0.23,108.034
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,0.696,0.817,-3.862,0.782,98.064
No Limit,G-Eazy,0.838,0.771,-3.791,0.405,175.957
Magnolia,Playboi Carti,0.791,0.582,-7.323,0.443,162.991
Hold On,Chord Overstreet,0.618,0.443,-9.681,0.167,119.949
Breathe,Jax Jones,0.722,0.744,-5.52,0.686,125.985
Believer,Imagine Dragons,0.779,0.787,-4.305,0.708,124.982
Criminal,Natti Natasha,0.814,0.813,-3.023,0.839,79.997
HUMBLE.,Kendrick Lamar,0.906,0.625,-6.779,0.423,150.018
Fetish (feat. Gucci Mane),Selena Gomez,0.708,0.618,-4.424,0.265,123.013
Attention,Charlie Puth,0.774,0.626,-4.432,0.777,100.041
Man's Not Hot,Big Shaq,0.905,0.884,-4.076,0.588,135.048
Ciao Adios,Anne-Marie,0.698,0.882,-3.078,0.445,106.083
Human,Rag'n'Bone Man,0.602,0.707,-4.097,0.554,75.087
do re mi,blackbear,0.745,0.593,-6.35,0.17,111.002
Gucci Gang,Lil Pump,0.936,0.523,-6.71,0.699,119.889
Look What You Made Me Do,Taylor Swift,0.766,0.709,-6.471,0.506,128.07
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,0.688,0.822,-3.304,0.66,91.011
Tunnel Vision,Kodak Black,0.497,0.489,-7.724,0.231,171.853
DNA.,Kendrick Lamar,0.636,0.517,-6.759,0.394,139.928
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,0.839,0.81,-5.274,0.814,129.014
Jocelyn Flores,XXXTENTACION,0.872,0.391,-9.144,0.437,134.021
Bad and Boujee (feat. Lil Uzi Vert),Migos,0.926,0.666,-5.314,0.168,127.079
Rake It Up (feat. Nicki Minaj),Yo Gotti,0.91,0.444,-8.126,0.53,149.953
Scared to Be Lonely,Martin Garrix,0.584,0.54,-7.786,0.195,137.972
Mama,Jonas Blue,0.739,0.792,-4.256,0.547,104.016
Solo Dance,Martin Jensen,0.744,0.836,-2.396,0.36,114.965
...Ready For It?,Taylor Swift,0.613,0.764,-6.509,0.417,160.015
2U (feat. Justin Bieber),David Guetta,0.548,0.65,-5.827,0.557,144.937
Slippery (feat. Gucci Mane),Migos,0.92,0.675,-5.661,0.749,141.967
There's Nothing Holdin' Me Back,Shawn Mendes,0.857,0.8,-4.035,0.966,121.996
Good Life (with G-Eazy & Kehlani),G-Eazy,0.572,0.778,-5.208,0.54,168.073
All Night,The Vamps,0.538,0.804,-5.194,0.507,144.992
New Rules,Dua Lipa,0.763,0.72,-5.181,0.592,116.01
Bodak Yellow,Cardi B,0.929,0.723,-5.792,0.458,125.022
Skin,Rag'n'Bone Man,0.564,0.745,-7.733,0.351,170.661
I Would Like,Zara Larsson,0.486,0.713,-3.949,0.297,121.028
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,0.671,0.672,-3.094,0.632,97.979
Congratulations,Post Malone,0.63,0.804,-4.183,0.492,123.146
Without You (feat. Sandro Cavazza),Avicii,0.662,0.858,-4.844,0.295,133.993
Symphony (feat. Zara Larsson),Clean Bandit,0.718,0.609,-4.699,0.497,122.95
Chained To The Rhythm,Katy Perry,0.562,0.8,-5.404,0.471,95.029
Juju on That Beat (TZ Anthem),Zay Hilfigerrr,0.807,0.887,-3.892,0.78,160.517
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,0.893,0.745,-3.105,0.872,101.018
T-Shirt,Migos,0.865,0.687,-3.744,0.486,139.023
Rich Love (with Seeb),OneRepublic,0.401,0.872,-3.641,0.472,104.592
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,0.703,0.868,-4.661,0.733,121.03
Glorious (feat. Skylar Grey),Macklemore,0.731,0.794,-5.126,0.356,139.994
NUMB,Hayden James,0.617,0.558,-7.046,0.4,147.932
Strip That Down,Liam Payne,0.869,0.485,-5.595,0.527,106.028
Passionfruit,Drake,0.809,0.463,-11.377,0.364,111.98
Friends (with BloodPop®),Justin Bieber,0.744,0.739,-5.35,0.649,104.99
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,0.735,0.451,-8.374,0.0862,117.973
Scars To Your Beautiful,Alessia Cara,0.319,0.739,-5.74,0.449,194.169
It's A Vibe,2 Chainz,0.822,0.502,-7.38,0.525,73.003
Call on Me - Ryan Riback Remix,Starley,0.67,0.838,-4.031,0.716,105.0
Weak,AJR,0.673,0.637,-4.518,0.678,123.98
Lust for Life (with The Weeknd),Lana Del Rey,0.499,0.676,-8.618,0.295,99.979
Reggaetón Lento (Remix),CNCO,0.623,0.909,-3.079,0.651,93.984
Middle Of The Night,The Vamps,0.588,0.749,-4.323,0.397,130.093
I Feel It Coming,The Weeknd,0.773,0.819,-5.946,0.585,92.987
Paris,The Chainsmokers,0.653,0.658,-6.428,0.219,99.99
Bounce Back,Big Sean,0.78,0.575,-5.628,0.273,81.502
Mercy,Shawn Mendes,0.561,0.674,-4.882,0.383,148.127
Lonely Together (feat. Rita Ora),Avicii,0.655,0.666,-5.309,0.272,102.977
No Promises (feat. Demi Lovato),Cheat Codes,0.741,0.667,-5.445,0.595,112.956
24K Magic,Bruno Mars,0.818,0.803,-4.282,0.632,106.97
Homemade Dynamite - REMIX,Lorde,0.781,0.548,-4.997,0.175,106.996
It Ain't Me (with Selena Gomez),Kygo,0.64,0.533,-6.596,0.515,99.968
God's Plan,Drake,0.754,0.449,-9.211,0.357,77.169
rockstar (feat. 21 Savage),Post Malone,0.585,0.52,-6.136,0.129,159.801
Ric Flair Drip (with Metro Boomin),Offset,0.88,0.428,-8.28,0.333,100.007
Him & I (with Halsey),G-Eazy,0.589,0.731,-6.343,0.191,87.908
In My Mind,Dynoro,0.694,0.77,-5.335,0.163,125.905
Lucid Dreams,Juice WRLD,0.511,0.566,-7.23,0.218,83.903
The Middle,Zedd,0.753,0.657,-3.061,0.437,107.01
FRIENDS,Marshmello,0.626,0.88,-2.384,0.534,95.079
I Like It,Cardi B,0.816,0.726,-3.998,0.65,136.048
Moonlight,XXXTENTACION,0.921,0.537,-5.723,0.711,128.009
no tears left to cry,Ariana Grande,0.699,0.713,-5.507,0.354,121.993
Mo Bamba,Sheck Wes,0.729,0.625,-5.266,0.261,146.034
One Kiss (with Dua Lipa),Calvin Harris,0.791,0.862,-3.24,0.592,123.994
Taste (feat. Offset),Tyga,0.884,0.559,-7.442,0.342,97.994
SICKO MODE,Travis Scott,0.834,0.73,-3.714,0.446,155.008
Natural,Imagine Dragons,0.704,0.611,-6.112,0.22,100.0
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,0.842,0.801,-4.167,0.617,95.881
Spotlight,Marshmello,0.546,0.822,-4.483,0.615,150.06
Pray For Me (with Kendrick Lamar),The Weeknd,0.735,0.677,-4.979,0.188,100.584
lovely (with Khalid),Billie Eilish,0.351,0.296,-10.109,0.12,115.284
Walk It Talk It,Migos,0.907,0.633,-5.145,0.395,145.914
